mlcoalsim version 1.9916b (20190520)
n_iter	prior[001]	prior[002]	prior[003]	prior[004]	prior[005]	prior[006]	prior[007]	prior[008]	prior[009]	prior[010]	prior[011]	prior[012]	prior[013]	prior[014]	prior[015]	prior[016]	TD[pop=0]	Fs[pop=0]	FDn[pop=0]	FFn[pop=0]	FD[pop=0]	FF[pop=0]	H[pop=0]	B[pop=0]	Q[pop=0]	ZnA[pop=0]	Fst[pop=0]	Kw[pop=0]	Hw[pop=0]	R2[pop=0]	S[pop=0]	piw[pop=0]	pib[pop=0]	ThetaW[pop=0]	ThetaT[pop=0]	ThetaFW[pop=0]	D_Dmin[pop=0]	H_norm[pop=0]	maxhap[pop=0]	maxhap1[pop=0]	Rm[pop=0]	ThetaFL[pop=0]	ThetaL[pop=0]	ZengE[pop=0]	EW[pop=0]	Fstw[pop=0]	minuiHS[pop=0]	maxuiHS[pop=0]	maxliES[pop=0]	fixoutg[pop=0]	KoutgJC[pop=0]	ThetaWA[pop=0]	ThetaWAn[pop=0]	ThetaTA[pop=0]	ThetaTAn[pop=0]	AchY[pop=0]	AchYn[pop=0]	msdev[pop=0]	mskew[pop=0]	mkurt[pop=0]	ragg[pop=0]	ZnS[pop=0]	ZZ[pop=0]	nmhits[pop=0]	fr[pop=0,1]	fr[pop=0,2]	fr[pop=0,3]	fr[pop=0,4]	fr[pop=0,5]	fr[pop=0,6]	fr[pop=0,7]	fr[pop=0,8]	fr[pop=0,9]	fr[pop=0,10]	fr[pop=0,11]	TD[pop=1]	Fs[pop=1]	FDn[pop=1]	FFn[pop=1]	FD[pop=1]	FF[pop=1]	H[pop=1]	B[pop=1]	Q[pop=1]	ZnA[pop=1]	Fst[pop=1]	Kw[pop=1]	Hw[pop=1]	R2[pop=1]	S[pop=1]	piw[pop=1]	pib[pop=1]	ThetaW[pop=1]	ThetaT[pop=1]	ThetaFW[pop=1]	D_Dmin[pop=1]	H_norm[pop=1]	maxhap[pop=1]	maxhap1[pop=1]	Rm[pop=1]	ThetaFL[pop=1]	ThetaL[pop=1]	ZengE[pop=1]	EW[pop=1]	Fstw[pop=1]	minuiHS[pop=1]	maxuiHS[pop=1]	maxliES[pop=1]	fixoutg[pop=1]	KoutgJC[pop=1]	ThetaWA[pop=1]	ThetaWAn[pop=1]	ThetaTA[pop=1]	ThetaTAn[pop=1]	AchY[pop=1]	AchYn[pop=1]	msdev[pop=1]	mskew[pop=1]	mkurt[pop=1]	ragg[pop=1]	ZnS[pop=1]	ZZ[pop=1]	nmhits[pop=1]	
83	0.000120	0.078190	6.684295	10.817970	0.436202	0.063147	0.063147	0.063147	0.063147	0.063147	0.020434	0.020434	0.020434	0.020434	0.020434	0.058632	-1.47867	-5.52017	-1.7406	-1.72978	-1.77789	-1.77797	-0.121212	0.111111	0.2	0.166116	na	9	0.909091	0.0737616	10	2.12121	0	3.31139	2.12121	2.24242	-0.723635	-0.0576779	0.333333	na	0	7	2.18182	-1.05347	0.166667	na	na	na	na	350	476.933	1.48524	1.03682	1.14545	0.962963	-1.15722	-0.390075	1.259	0.194117	-0.647902	0.0619835	0.0758678	0.0902479	1	7	1	0	1	0	0	0	0	0	0	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	7	0	na	0	na	na	na	na	360	492.288	na	na	na	na	na	na	na	na	na	0	na	0	0	
84	0.000228	0.016255	0.128167	7.350110	5.332647	0.027635	0.027635	0.027635	0.027635	0.027635	0.042655	0.042655	0.042655	0.042655	0.042655	0.039053	-1.62929	-2.12373	-1.95374	-1.92909	-1.12276	-1.30486	-1.36364	0	0	0.00826446	na	4	0.454545	0.144338	3	0.5	0	0.993418	0.5	1.86364	-1	-1.56142	0.75	na	0	2	1.18182	0.382789	0.583333	na	na	na	na	480	774.505	0.49508	0	0.2	0	-2.33733	na	0.588348	0.701115	-0.530919	0.18595	0.00826446	0	2	2	0	0	0	0	0	0	0	0	0	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	2	0	na	0	na	na	na	na	483	779.959	na	na	na	na	na	na	na	na	na	0	na	0	0	
85	0.067843	0.066071	3.168272	6.628444	5.364791	0.040069	0.040069	0.040069	0.040069	0.040069	0.013098	0.013098	0.013098	0.013098	0.013098	0.067379	-0.667515	-0.270559	-0.495705	-0.560322	0.314847	0.0200804	-18.3939	0.485714	0.638889	0.587167	na	9	0.909091	0.131334	36	10.1667	0	11.921	10.1667	28.5606	-0.296292	-2.87411	0.333333	na	2	10	19.3636	2.52111	0.166667	na	na	na	na	136	172.254	12.8721	9.84983	10.2	8.96296	-1.24936	-0.630489	8.65152	0.431946	-1.23747	0.0376492	0.301634	0.285533	10	10	5	1	0	0	1	0	5	3	4	7	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	10	0	na	0	na	na	na	na	172	195.628	na	na	na	na	na	na	na	na	na	0	na	0	0	
86	0.491367	0.068256	194.152729	5.283460	0.991031	0.064790	0.064790	0.064790	0.064790	0.064790	0.008357	0.008357	0.008357	0.008357	0.008357	0.002710	0.650578	15.0195	0.494868	0.55578	0.528677	0.59609	23.7576	0.243421	0.27451	0.382878	na	5	0.757576	0.180792	153	57.697	0	50.6643	57.697	33.9394	0.27947	0.92947	0.416667	na	0	38	45.8182	-0.43422	0.305556	na	na	na	na	49	97.0718	56.9342	59.099	61.6364	62.5741	0.50784	0.425213	34.7479	-1.03186	-0.888903	0.23921	0.341094	0.0417841	12	38	36	0	27	35	13	2	1	0	0	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	38	0	na	0	na	na	na	na	202	235.723	na	na	na	na	na	na	na	na	na	0	na	0	0	
87	0.033030	0.014912	520.227628	5.892543	0.112138	0.032787	0.032787	0.032787	0.032787	0.032787	0.044891	0.044891	0.044891	0.044891	0.044891	0.073997	1.24702	9.9707	1.44895	1.44736	1.9125	1.79319	-54.5758	0.684039	0.714286	0.777029	na	8	0.848485	0.20544	308	128.985	0	101.991	128.985	183.561	0.532871	-1.07169	0.416667	na	4	11	156.273	2.46698	0.222222	na	na	na	na	171	408.472	147.039	151.376	152.582	154.389	0.232721	0.144501	99.4956	0.163222	-1.53466	0.0922865	0.453421	0.323608	120	11	43	36	72	0	12	0	74	43	12	5	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	11	0	na	0	na	na	na	na	479	768.622	na	na	na	na	na	na	na	na	na	0	na	0	0	
88	0.082430	0.077483	0.182826	8.332799	0.888376	0.070647	0.070647	0.070647	0.070647	0.070647	0.012141	0.012141	0.012141	0.012141	0.012141	0.049315	-0.04206	-4.57652	-0.531386	-0.419036	-0.200194	-0.164388	-0.393939	0	0	0.178608	na	9	0.939394	0.135628	8	2.62121	0	2.64911	2.62121	3.01515	-0.0212057	-0.22357	0.25	na	1	3	2.81818	0.1843	0.138889	na	na	na	na	195	229.682	2.4754	2.07365	2.54545	2.38889	0.153726	0.940804	1.51673	0.129626	-1.13895	0.0573921	0.132582	0.0460255	1	3	0	1	1	2	0	0	0	0	0	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	3	0	na	0	na	na	na	na	203	237.097	na	na	na	na	na	na	na	na	na	0	na	0	0	
89	0.000890	0.021202	19.099087	11.905520	0.439203	0.074003	0.074003	0.074003	0.074003	0.074003	0.058487	0.058487	0.058487	0.058487	0.058487	0.005349	-1.89423	-1.89921	-2.31814	-2.28178	-1.41456	-1.61598	-2.72727	0.2	0.333333	0.206612	na	5	0.575758	0.144338	6	1	0	1.98684	1	3.72727	-1	-1.92495	0.666667	na	0	4	2.36364	0.498002	0.472222	na	na	na	na	759	na	0.990159	0	0.4	0	-2.79211	na	1.1767	1.16853	0.288746	0.125344	0.206612	-2.77556e-17	6	4	0	0	0	0	0	0	0	0	0	2	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	4	0	na	0	na	na	na	na	765	na	na	na	na	na	na	na	na	na	na	0	na	0	0	
90	0.000293	0.078749	167.664646	8.839594	0.770576	0.036232	0.036232	0.036232	0.036232	0.036232	0.055549	0.055549	0.055549	0.055549	0.055549	0.034363	-1.69918	-3.40205	-1.95578	-1.95615	-1.1805	-1.4032	-10.7879	0.08	0.153846	0.0944793	na	10	0.954545	0.065057	26	5.33333	0	8.60962	5.33333	16.1212	-0.766152	-2.26823	0.25	na	0	14	10.7273	0.944867	0.125	na	na	na	na	591	1228.05	5.94095	2.59206	3.6	2.24074	-2.29989	-0.863054	1.93218	-0.358748	1.35789	0.098944	0.098605	-0.00412562	10	14	1	2	0	0	0	0	0	1	1	7	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	14	0	na	0	na	na	na	na	617	1317.61	na	na	na	na	na	na	na	na	na	0	na	0	0	
91	0.004151	0.019975	0.107219	8.427604	2.280591	0.028471	0.028471	0.028471	0.028471	0.028471	0.018671	0.018671	0.018671	0.018671	0.018671	0.013410	-1.38479	-2.47143	-1.28584	-1.35209	-1.55257	-1.57712	0.69697	0	0	0.014876	na	5	0.575758	0.114689	4	0.80303	0	1.32456	0.80303	0.106061	-0.792726	0.657392	0.666667	na	0	3	0.454545	-1.48651	0.472222	na	na	na	na	282	355.271	0.49508	0.518412	0.363636	0.37037	-1.04116	-1.30568	0.826851	0.723072	-0.312079	0.0748393	0.0859504	-0.0710744	1	3	1	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	3	0	na	0	na	na	na	na	286	361.072	na	na	na	na	na	na	na	na	na	0	na	0	0	
92	0.694918	0.040088	79.645936	10.348897	2.605157	0.064967	0.064967	0.064967	0.064967	0.064967	0.099822	0.099822	0.099822	0.099822	0.099822	0.000840	1.21357	5.63139	1.09413	1.16712	1.75593	1.67064	-29.4545	0.00900901	0.0178571	0.211649	na	8	0.893939	0.199018	112	46.7273	0	37.0876	46.7273	76.1818	0.5233	-1.56259	0.333333	na	49	6	61.4545	2.93921	0.180556	na	na	na	na	8	67.2894	52.4784	50.8044	54.8727	54.2593	0.280387	0.491225	18.6948	-1.81218	2.04838	0.0824151	0.204522	0.0071272	871	6	7	14	15	8	10	13	14	7	10	8	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	6	0	na	0	na	na	na	na	120	130.875	na	na	na	na	na	na	na	na	na	0	na	0	0	
93	0.474881	0.076319	3.828586	3.306799	2.757447	0.045775	0.045775	0.045775	0.045775	0.045775	0.016774	0.016774	0.016774	0.016774	0.016774	0.051995	0.783979	0.352399	1.00369	0.98057	1.36119	1.2442	-5.90909	0.213592	0.336538	0.363139	na	11	0.984848	0.182065	104	40.2273	0	34.4385	40.2273	46.1364	0.338424	-0.336887	0.166667	na	20	12	43.1818	1.1311	0.0972222	na	na	na	na	60	106.918	45.5473	46.1387	45.8727	46.1111	0.04386	-0.00430885	13.805	-0.873298	0.0128261	0.0461433	0.165192	0.197947	13	12	27	10	7	9	11	7	7	8	3	3	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	12	0	na	0	na	na	na	na	164	185.291	na	na	na	na	na	na	na	na	na	0	na	0	0	
94	0.000413	0.006369	0.900433	2.158726	0.457592	0.009813	0.009813	0.009813	0.009813	0.009813	0.001892	0.001892	0.001892	0.001892	0.001892	0.042930	na	na	na	na	na	na	0	na	na	na	na	1	0	na	0	0	0	0	0	0	na	na	1	na	0	0	0	na	1	na	na	na	na	7	7.03317	0	0	0	0	na	na	0	na	na	0.0461433	na	0	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	0	0	na	0	na	na	na	na	7	7.03317	na	na	na	na	na	na	na	na	na	0	na	0	0	
95	0.036703	0.068003	284.462730	10.880929	6.165073	0.031593	0.031593	0.031593	0.031593	0.031593	0.006006	0.006006	0.006006	0.006006	0.006006	0.017338	-0.13088	6.4694	0.668444	0.474288	0.762024	0.509139	-3.84848	0.292135	0.335196	0.441494	na	8	0.893939	0.149734	179	57.6212	0	59.2739	57.6212	61.4697	-0.0561374	-0.129077	0.333333	na	5	38	59.5455	0.0209188	0.180556	na	na	na	na	53	116.213	69.8062	72.5777	61.5455	62.4815	-0.728512	-1.00718	43.0887	-0.182589	-1.73011	0.0695592	0.316525	0.124969	20	38	84	2	2	1	0	13	19	14	5	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	38	0	na	0	na	na	na	na	232	278.105	na	na	na	na	na	na	na	na	na	0	na	0	0	
96	0.271119	0.099538	416.248131	3.233735	2.511954	0.046841	0.046841	0.046841	0.046841	0.046841	0.011130	0.011130	0.011130	0.011130	0.011130	0.053444	0.177435	0.665994	-0.126626	-0.0480852	-0.182013	-0.074033	7.36364	0.23913	0.323741	0.388461	na	11	0.984848	0.148327	139	47.7727	0	46.0284	47.7727	40.4091	0.0763009	0.316456	0.166667	na	10	50	44.0909	-0.190307	0.0972222	na	na	na	na	55	102.122	44.0621	44.065	47.3273	47.3889	0.454811	0.544235	21.8722	-0.476554	-1.16465	0.0461433	0.196212	0.19225	13	50	19	10	11	8	30	3	1	0	3	4	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	50	0	na	0	na	na	na	na	194	224.817	na	na	na	na	na	na	na	na	na	0	na	0	0	
97	0.000141	0.073596	0.829978	4.849804	1.052641	0.014539	0.014539	0.014539	0.014539	0.014539	0.003002	0.003002	0.003002	0.003002	0.003002	0.003783	-1.02271	-0.752641	-0.458947	-0.620803	-0.625906	-0.76137	0.787879	0	0	0.0181818	na	4	0.651515	0.157596	4	0.939394	0	1.32456	0.939394	0.151515	-0.585452	0.743138	0.583333	na	0	2	0.545455	-1.33118	0.402778	na	na	na	na	35	36.3758	0.990159	1.03682	0.727273	0.740741	-1.24375	-1.56368	0.874929	0.688415	-0.239935	0.0998623	0.185455	-0.167273	0	2	2	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	2	0	na	0	na	na	na	na	39	40.0605	na	na	na	na	na	na	na	na	na	0	na	0	0	
98	0.490233	0.069280	434.464975	3.257722	0.153788	0.038438	0.038438	0.038438	0.038438	0.038438	0.006151	0.006151	0.006151	0.006151	0.006151	0.037164	-0.980001	1.52441	-1.29685	-1.25802	-1.87765	-1.68211	20.7879	0.144928	0.23741	0.189329	na	10	0.969697	0.0947052	139	36.3939	0	46.0284	36.3939	15.6061	-0.421422	0.893369	0.166667	na	9	87	26	-1.96729	0.111111	na	na	na	na	17	41.9979	25.7441	25.9206	26.2727	26.3519	0.125285	0.119302	11.2577	-1.85689	4.02699	0.0518825	0.132977	0.0563517	6	87	12	10	22	3	2	0	1	0	0	2	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	87	0	na	0	na	na	na	na	156	175.096	na	na	na	na	na	na	na	na	na	0	na	0	0	
99	0.247123	0.083871	0.125216	10.070925	3.004662	0.021553	0.021553	0.021553	0.021553	0.021553	0.026776	0.026776	0.026776	0.026776	0.026776	0.019726	-1.2988	-2.58136	-1.67606	-1.63275	-1.84143	-1.7715	-1.48485	0	0	0.0208383	na	8	0.893939	0.0856564	13	2.98485	0	4.30481	2.98485	4.4697	-0.61734	-0.570021	0.333333	na	0	9	3.72727	-0.444882	0.180556	na	na	na	na	427	643.18	1.98032	1.55524	1.78182	1.61111	-0.529475	0.212724	1.23404	-1.23682	1.30315	0.306015	0.0847571	-0.0639188	10	9	0	0	1	0	0	1	0	0	1	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	9	0	na	0	na	na	na	na	440	666.305	na	na	na	na	na	na	na	na	na	0	na	0	0	
