mlcoalsim version 1.9916b (20190520)
n_iter	prior[001]	prior[002]	prior[003]	prior[004]	prior[005]	prior[006]	prior[007]	prior[008]	prior[009]	prior[010]	prior[011]	prior[012]	prior[013]	prior[014]	prior[015]	prior[016]	TD[pop=0]	Fs[pop=0]	FDn[pop=0]	FFn[pop=0]	FD[pop=0]	FF[pop=0]	H[pop=0]	B[pop=0]	Q[pop=0]	ZnA[pop=0]	Fst[pop=0]	Kw[pop=0]	Hw[pop=0]	R2[pop=0]	S[pop=0]	piw[pop=0]	pib[pop=0]	ThetaW[pop=0]	ThetaT[pop=0]	ThetaFW[pop=0]	D_Dmin[pop=0]	H_norm[pop=0]	maxhap[pop=0]	maxhap1[pop=0]	Rm[pop=0]	ThetaFL[pop=0]	ThetaL[pop=0]	ZengE[pop=0]	EW[pop=0]	Fstw[pop=0]	minuiHS[pop=0]	maxuiHS[pop=0]	maxliES[pop=0]	fixoutg[pop=0]	KoutgJC[pop=0]	ThetaWA[pop=0]	ThetaWAn[pop=0]	ThetaTA[pop=0]	ThetaTAn[pop=0]	AchY[pop=0]	AchYn[pop=0]	msdev[pop=0]	mskew[pop=0]	mkurt[pop=0]	ragg[pop=0]	ZnS[pop=0]	ZZ[pop=0]	nmhits[pop=0]	fr[pop=0,1]	fr[pop=0,2]	fr[pop=0,3]	fr[pop=0,4]	fr[pop=0,5]	fr[pop=0,6]	fr[pop=0,7]	fr[pop=0,8]	fr[pop=0,9]	fr[pop=0,10]	fr[pop=0,11]	fr[pop=0,12]	TD[pop=1]	Fs[pop=1]	FDn[pop=1]	FFn[pop=1]	FD[pop=1]	FF[pop=1]	H[pop=1]	B[pop=1]	Q[pop=1]	ZnA[pop=1]	Fst[pop=1]	Kw[pop=1]	Hw[pop=1]	R2[pop=1]	S[pop=1]	piw[pop=1]	pib[pop=1]	ThetaW[pop=1]	ThetaT[pop=1]	ThetaFW[pop=1]	D_Dmin[pop=1]	H_norm[pop=1]	maxhap[pop=1]	maxhap1[pop=1]	Rm[pop=1]	ThetaFL[pop=1]	ThetaL[pop=1]	ZengE[pop=1]	EW[pop=1]	Fstw[pop=1]	minuiHS[pop=1]	maxuiHS[pop=1]	maxliES[pop=1]	fixoutg[pop=1]	KoutgJC[pop=1]	ThetaWA[pop=1]	ThetaWAn[pop=1]	ThetaTA[pop=1]	ThetaTAn[pop=1]	AchY[pop=1]	AchYn[pop=1]	msdev[pop=1]	mskew[pop=1]	mkurt[pop=1]	ragg[pop=1]	ZnS[pop=1]	ZZ[pop=1]	nmhits[pop=1]	
51	0.122572	0.009062	65.704897	7.592289	0.462662	0.049261	0.049261	0.049261	0.049261	0.049261	0.006730	0.006730	0.006730	0.006730	0.006730	0.048479	0.668583	10.8299	0.558682	0.613114	0.8495	0.836868	-14.7051	0.115942	0.169675	0.273028	na	8	0.923077	0.171454	277	102.231	0	89.2624	102.231	116.936	0.278011	-0.324744	0.230769	na	63	54	109.583	1.02799	0.147929	na	na	na	na	55	187.247	106.028	104.957	111	110.677	0.27944	0.373087	40.8115	-1.73629	1.81709	0.0621302	0.20061	0.0724179	255	54	19	49	38	27	15	13	15	15	10	11	11	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	54	0	na	0	na	na	na	na	332	545.766	na	na	na	na	na	na	na	na	na	0	na	0	0	
52	0.000292	0.025454	35.976468	4.831295	0.280346	0.017473	0.017473	0.017473	0.017473	0.017473	0.032835	0.032835	0.032835	0.032835	0.032835	0.013706	-1.65231	-2.20607	-2.02547	-1.99639	-2.29386	-2.2278	0.423077	0	0	0.00694444	na	4	0.423077	0.140442	3	0.461538	0	0.966741	0.461538	0.0384615	-1	0.489367	0.769231	na	0	3	0.25	-1.45924	0.609467	na	na	na	na	111	125.828	0	0	0	0	na	na	0.574169	0.787491	-0.429825	0.184911	0.00694444	0	0	3	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	3	0	na	0	na	na	na	na	114	129.404	na	na	na	na	na	na	na	na	na	0	na	0	0	
53	0.000360	0.008536	0.118120	11.550693	0.418601	0.019410	0.019410	0.019410	0.019410	0.019410	0.009320	0.009320	0.009320	0.009320	0.009320	0.061574	-1.14915	-0.537142	-1.36547	-1.35219	-1.45025	-1.43352	0.141026	na	na	na	na	2	0.153846	0.266469	1	0.153846	0	0.322247	0.153846	0.0128205	-1	0.317792	0.923077	na	0	1	0.0833333	-0.89848	0.857988	na	na	na	na	243	333.056	0	0	0	0	na	na	0.363137	1.95664	1.74939	0.715976	na	0	0	1	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	1	0	na	0	na	na	na	na	244	334.857	na	na	na	na	na	na	na	na	na	0	na	0	0	
54	0.015590	0.032348	101.562938	8.028306	0.186800	0.019633	0.019633	0.019633	0.019633	0.019633	0.002115	0.002115	0.002115	0.002115	0.002115	0.047294	-1.51261	9.38638	-1.0823	-1.24862	-0.0124414	-0.51505	-84.1026	0.958333	0.97931	0.968654	na	6	0.717949	0.163526	145	31.2821	0	46.7258	31.2821	115.385	-0.632471	-3.51139	0.538462	na	2	47	73.3333	2.5184	0.337278	na	na	na	na	79	173.668	46.5954	30.6949	28.4242	22.2154	-2.31356	-1.87351	49.1097	1.59002	0.923262	0.150888	0.650568	0.318086	22	47	27	4	0	0	0	0	0	0	6	25	36	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	47	0	na	0	na	na	na	na	224	297.212	na	na	na	na	na	na	na	na	na	0	na	0	0	
55	0.003706	0.041711	1.118791	4.159448	2.413559	0.062873	0.062873	0.062873	0.062873	0.062873	0.012744	0.012744	0.012744	0.012744	0.012744	0.070490	-1.46911	-4.71875	-1.56765	-1.60123	-1.12132	-1.28611	-1.82051	0.2	0.272727	0.262731	na	9	0.923077	0.0959966	11	2.25641	0	3.54472	2.25641	4.07692	-0.695476	-0.811084	0.230769	na	0	6	3.16667	-0.330073	0.147929	na	na	na	na	278	412.822	2.37732	1.48524	1.57576	1.23077	-1.75443	-0.943659	1.41821	0.427799	-0.588044	0.0614727	0.116001	0.14673	5	6	2	0	1	0	0	0	0	0	0	0	2	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	6	0	na	0	na	na	na	na	289	431.629	na	na	na	na	na	na	na	na	na	0	na	0	0	
56	0.000887	0.097115	21.495791	4.959470	3.259711	0.016485	0.016485	0.016485	0.016485	0.016485	0.002648	0.002648	0.002648	0.002648	0.002648	0.002410	-0.898597	-1.29064	-0.895621	-0.928812	-1.12387	-1.1162	0.0769231	0	0	0.0260943	na	5	0.782051	0.137054	5	1.20513	0	1.61123	1.20513	1.12821	-0.482309	0.0626659	0.384615	na	0	3	1.16667	-0.662254	0.278107	na	na	na	na	118	136.026	0.950927	0.990159	0.878788	0.892308	-0.337908	-0.501307	0.888	0.379972	-0.564295	0.154668	0.125126	-0.099032	2	3	1	0	0	0	0	0	0	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	3	0	na	0	na	na	na	na	123	141.203	na	na	na	na	na	na	na	na	na	0	na	0	0	
57	0.001303	0.068875	25.601975	3.654988	0.339385	0.010137	0.010137	0.010137	0.010137	0.010137	0.008504	0.008504	0.008504	0.008504	0.008504	0.031757	-1.3621	-3.8484	-0.829473	-1.00622	-1.11738	-1.24875	1.62821	0	0	0.015338	na	8	0.858974	0.0827683	9	1.89744	0	2.90022	1.89744	0.269231	-0.66164	0.852002	0.384615	na	0	5	1.08333	-1.82981	0.207101	na	na	na	na	44	47.1576	1.90185	1.98032	1.33333	1.35385	-1.51023	-1.82595	1.16875	0.053826	-0.700333	0.101085	0.0796475	-0.0643094	1	5	4	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	5	0	na	0	na	na	na	na	53	56.028	na	na	na	na	na	na	na	na	na	0	na	0	0	
58	0.000290	0.022003	127.183742	7.102495	0.432159	0.060376	0.060376	0.060376	0.060376	0.060376	0.023911	0.023911	0.023911	0.023911	0.023911	0.007016	-1.233	-1.65789	-0.988203	-1.08693	-0.0375222	-0.360049	-1.32051	0	0	0.011048	na	4	0.525641	0.129128	3	0.589744	0	0.966741	0.589744	1.91026	-0.74623	-1.52742	0.692308	na	0	1	1.25	0.576698	0.514793	na	na	na	na	419	918.974	0.950927	0.49508	0.515152	0.338462	-2.04122	-1.33029	0.612338	0.517848	-0.660711	0.213182	0.0124158	-0.00136785	4	1	1	0	0	0	0	0	0	0	0	0	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	1	0	na	0	na	na	na	na	422	930.733	na	na	na	na	na	na	na	na	na	0	na	0	0	
59	0.019954	0.095035	0.171124	2.974959	1.595189	0.061629	0.061629	0.061629	0.061629	0.061629	0.020225	0.020225	0.020225	0.020225	0.020225	0.041938	-0.63249	-3.09834	-0.761876	-0.757005	-0.417365	-0.510803	-9.66667	0.025	0.0487805	0.115048	na	12	0.987179	0.10533	41	11.3333	0	13.2121	11.3333	21	-0.272114	-1.35507	0.153846	na	4	16	16.1667	0.896503	0.0887574	na	na	na	na	235	346.573	11.8866	9.90159	10.4848	9.72308	-0.683693	-0.119033	4.24774	-0.520368	-0.0161334	0.0192308	0.119327	-0.00427847	4	16	4	3	2	0	3	1	1	3	0	3	5	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	16	0	na	0	na	na	na	na	276	401.696	na	na	na	na	na	na	na	na	na	0	na	0	0	
60	0.075454	0.068525	92.684828	4.491083	0.964624	0.055161	0.055161	0.055161	0.055161	0.055161	0.106023	0.106023	0.106023	0.106023	0.106023	0.020000	0.930535	0.0286484	0.936344	0.974072	1.24105	1.20702	-6.91026	0.196491	0.283217	0.370212	na	13	1	0.183385	286	110.795	0	92.1626	110.795	117.705	0.386862	-0.147856	0.0769231	na	29	39	114.25	1.08298	0.0769231	na	na	na	na	69	214.617	117.439	119.314	123.848	124.646	0.325341	0.306071	44.7174	-0.741677	-0.439022	0.0335306	0.187043	0.183168	152	39	52	28	33	11	42	29	15	11	9	11	6	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	39	0	na	0	na	na	na	na	355	619.544	na	na	na	na	na	na	na	na	na	0	na	0	0	
61	0.043043	0.054433	3.872729	4.320301	0.786229	0.066370	0.066370	0.066370	0.066370	0.066370	0.074380	0.074380	0.074380	0.074380	0.074380	0.067310	1.20302	6.12748	0.992179	1.09305	1.46184	1.45814	-18.2821	0.424051	0.522013	0.564786	na	9	0.948718	0.193587	159	64.6923	0	51.2373	64.6923	82.9744	0.502509	-0.697418	0.153846	na	7	16	73.8333	1.95779	0.12426	na	na	na	na	169	321.649	67.9913	67.3308	73.5455	73.3846	0.48586	0.614168	30.6515	-0.753524	-0.60636	0.0535832	0.244285	0.320501	62	16	15	14	20	24	10	14	15	10	8	6	7	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	16	0	na	0	na	na	na	na	328	533.978	na	na	na	na	na	na	na	na	na	0	na	0	0	
62	0.000149	0.075622	73.607913	7.422695	0.296373	0.013781	0.013781	0.013781	0.013781	0.013781	0.004432	0.004432	0.004432	0.004432	0.004432	0.040144	-1.06881	-2.76056	-0.895621	-0.974491	-0.314613	-0.542155	-0.910256	0	0	0.018024	na	6	0.820513	0.107448	5	1.12821	0	1.61123	1.12821	2.03846	-0.573667	-0.741547	0.384615	na	0	2	1.58333	-0.0415632	0.242604	na	na	na	na	133	156.646	1.42639	0.990159	0.969697	0.8	-1.54546	-0.974212	0.690548	-0.173511	-0.920619	0.374096	0.0195833	-0.00155934	0	2	1	1	0	0	0	0	0	0	0	0	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	2	0	na	0	na	na	na	na	138	161.511	na	na	na	na	na	na	na	na	na	0	na	0	0	
63	0.008772	0.072775	743.586128	11.471865	0.110948	0.006046	0.006046	0.006046	0.006046	0.006046	0.001684	0.001684	0.001684	0.001684	0.001684	0.002299	-1.233	-1.65789	-0.988203	-1.08693	-1.16569	-1.23767	0.512821	0	0	0.011048	na	4	0.525641	0.129128	3	0.589744	0	0.966741	0.589744	0.0769231	-0.74623	0.593172	0.692308	na	0	2	0.333333	-1.28958	0.514793	na	na	na	na	80	87.5513	0.475464	0.49508	0.333333	0.338462	-1.10753	-1.33029	0.612338	0.517848	-0.660711	0.213182	0.0124158	-0.00136785	1	2	1	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	2	0	na	0	na	na	na	na	83	90.7697	na	na	na	na	na	na	na	na	na	0	na	0	0	
64	0.243507	0.022143	322.136912	6.811806	0.771920	0.031623	0.031623	0.031623	0.031623	0.031623	0.017671	0.017671	0.017671	0.017671	0.017671	0.035239	-0.210588	4.7878	-0.0863319	-0.124947	0.011889	-0.062278	8.78205	0.0775194	0.119691	0.169647	na	10	0.961538	0.131975	259	79.641	0	83.4619	79.641	70.859	-0.087604	0.207253	0.153846	na	38	83	75.25	-0.443576	0.112426	na	na	na	na	48	133.909	83.6816	81.193	79.0303	78.0308	-0.330933	-0.266321	28.2158	-2.01981	3.03334	0.0415845	0.152357	0.0172895	225	83	46	39	33	13	10	5	4	2	7	5	12	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	83	0	na	0	na	na	na	na	307	476.279	na	na	na	na	na	na	na	na	na	0	na	0	0	
65	0.006135	0.026905	196.173332	4.581860	2.193545	0.049078	0.049078	0.049078	0.049078	0.049078	0.057461	0.057461	0.057461	0.057461	0.057461	0.030110	-0.829821	-3.59606	-1.08607	-1.05739	-1.40658	-1.31072	0.884615	0	0	0.0575547	na	8	0.910256	0.110763	8	2.02564	0	2.57798	2.02564	1.14103	-0.409985	0.507577	0.230769	na	0	5	1.58333	-1.08684	0.159763	na	na	na	na	224	299.869	1.42639	1.48524	1.48485	1.50769	0.197822	0.0832656	1.17301	0.147398	-0.635939	0.0688692	0.0938417	-0.036287	2	5	1	0	1	0	0	0	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	5	0	na	0	na	na	na	na	232	311.932	na	na	na	na	na	na	na	na	na	0	na	0	0	
66	0.003443	0.018985	218.280713	11.802869	4.659906	0.006265	0.006265	0.006265	0.006265	0.006265	0.005712	0.005712	0.005712	0.005712	0.005712	0.072025	-1.14915	-0.537142	-1.36547	-1.35219	-1.45025	-1.43352	0.141026	na	na	na	na	2	0.153846	0.266469	1	0.153846	0	0.322247	0.153846	0.0128205	-1	0.317792	0.923077	na	0	1	0.0833333	-0.89848	0.857988	na	na	na	na	76	82.5353	0	0	0	0	na	na	0.363137	1.95664	1.74939	0.715976	na	0	0	1	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	1	0	na	0	na	na	na	na	77	83.6254	na	na	na	na	na	na	na	na	na	0	na	0	0	
67	0.020496	0.041650	20.224086	5.283826	0.605001	0.029290	0.029290	0.029290	0.029290	0.029290	0.007064	0.007064	0.007064	0.007064	0.007064	0.046937	-2.2013	4.74565	-2.7225	-2.68978	-1.01867	-1.47086	-77.4744	0.938596	0.965217	0.946654	na	7	0.730769	0.219358	115	19.1795	0	37.0584	19.1795	96.6538	-0.923207	-4.0557	0.538462	na	0	55	57.9167	2.46193	0.325444	na	na	na	na	121	214.617	28.5278	4.9508	12.6667	3.63077	-3.28171	-1.6962	34.2825	1.8513	1.58203	0.0606509	0.700045	0.246609	16	55	6	2	0	0	0	0	0	0	0	2	50	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	55	0	na	0	na	na	na	na	236	319.457	na	na	na	na	na	na	na	na	na	0	na	0	0	
68	0.000194	0.096944	1.961839	11.793720	0.510442	0.008972	0.008972	0.008972	0.008972	0.008972	0.002178	0.002178	0.002178	0.002178	0.002178	0.005221	-1.44003	-2.62494	-1.1812	-1.29447	-0.761253	-0.993767	-0.807692	0	0	0.0118687	na	6	0.717949	0.0901497	6	1.17949	0	1.93348	1.17949	1.98718	-0.74623	-0.576221	0.538462	na	0	3	1.58333	-0.463826	0.337278	na	na	na	na	132	155.279	1.42639	0.990159	0.848485	0.676923	-1.95564	-1.60475	0.963538	0.343531	-0.905042	0.0821828	0.0775253	-0.0656566	0	3	2	0	0	0	0	0	0	0	0	0	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	3	0	na	0	na	na	na	na	138	161.511	na	na	na	na	na	na	na	na	na	0	na	0	0	
69	0.001654	0.011659	0.220160	8.282211	1.384944	0.045036	0.045036	0.045036	0.045036	0.045036	0.008146	0.008146	0.008146	0.008146	0.008146	0.071086	-1.77497	-3.05972	-2.19699	-2.16219	-0.667516	-1.00455	-3.10256	0	0	0.00694444	na	5	0.538462	0.115385	4	0.615385	0	1.28899	0.615385	3.71795	-1	-2.95684	0.692308	na	0	2	2.16667	1.5028	0.502959	na	na	na	na	339	573.353	0.950927	0	0.363636	0	-2.75093	na	0.628971	0.513484	-0.671959	0.213018	0.00694444	8.67362e-19	1	2	0	0	0	0	0	0	0	0	0	0	2	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	2	0	na	0	na	na	na	na	343	579.696	na	na	na	na	na	na	na	na	na	0	na	0	0	
70	0.059998	0.071177	32.441659	6.578945	8.794340	0.071047	0.071047	0.071047	0.071047	0.071047	0.012433	0.012433	0.012433	0.012433	0.012433	0.017067	0.597712	4.43456	1.47518	1.29013	1.89971	1.57058	-70.7308	0.851282	0.862245	0.886865	na	10	0.923077	0.178632	196	71.3846	0	63.1604	71.3846	142.115	0.24917	-2.19707	0.307692	na	2	7	106.75	3.08676	0.147929	na	na	na	na	196	444.947	89.8626	92.5799	83.0909	84	-0.448799	-0.634101	66.7076	0.651072	-0.924343	0.0719921	0.558807	0.328059	110	7	49	13	0	0	23	32	1	2	12	55	2	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	7	0	na	0	na	na	na	na	392	767.29	na	na	na	na	na	na	na	na	na	0	na	0	0	
71	0.063935	0.007722	3.181392	8.614773	0.892670	0.012263	0.012263	0.012263	0.012263	0.012263	0.005819	0.005819	0.005819	0.005819	0.005819	0.061179	1.79412	4.80347	1.63455	1.7463	1.98631	2.0356	-0.294872	0.357143	0.55814	0.521576	na	7	0.897436	0.225999	43	19.4359	0	13.8566	19.4359	19.7308	0.770488	-0.0395393	0.230769	na	5	0	19.5833	1.66651	0.171598	na	na	na	na	118	158.861	20.4449	21.2884	22.9697	23.3231	0.725176	0.644457	9.68811	-0.892191	-0.581231	0.0729783	0.303189	0.218387	6	0	4	7	9	3	6	3	3	6	2	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	0	0	na	0	na	na	na	na	161	194.347	na	na	na	na	na	na	na	na	na	0	na	0	0	
72	0.024872	0.073038	1.071375	6.053350	1.281782	0.049851	0.049851	0.049851	0.049851	0.049851	0.012334	0.012334	0.012334	0.012334	0.012334	0.010820	-1.70639	-0.825728	-2.35338	-2.2691	-1.16089	-1.40234	-17.1538	0.647059	0.685714	0.662356	na	9	0.935897	0.190855	35	6.92308	0	11.2786	6.92308	24.0769	-0.73898	-2.7842	0.230769	na	1	18	15.5	1.46949	0.136095	na	na	na	na	276	434.742	8.08288	2.4754	4.90909	2.76923	-2.24481	0.706264	9.02201	1.88715	1.69571	0.137245	0.530166	0.13219	20	18	0	2	1	0	0	2	0	0	0	0	12	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	18	0	na	0	na	na	na	na	311	486.768	na	na	na	na	na	na	na	na	na	0	na	0	0	
73	0.009634	0.089640	18.867917	9.356778	0.834828	0.003275	0.003275	0.003275	0.003275	0.003275	0.001752	0.001752	0.001752	0.001752	0.001752	0.063861	0.425595	0.689132	0.73235	0.676093	0.689539	0.651598	0.269231	na	na	na	na	2	0.384615	0.192308	1	0.384615	0	0.322247	0.384615	0.115385	0.370358	0.606695	0.769231	na	0	0	0.25	-0.271698	0.64497	na	na	na	na	38	39.773	0.475464	0.49508	0.454545	0.461538	-0.163001	-0.284893	0.489653	0.483694	-1.84631	0.378698	na	0	0	0	0	1	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	0	0	na	0	na	na	na	na	39	40.6067	na	na	na	na	na	na	na	na	na	0	na	0	0	
74	0.222131	0.063594	296.712959	11.326833	2.276849	0.017747	0.017747	0.017747	0.017747	0.017747	0.004765	0.004765	0.004765	0.004765	0.004765	0.013188	-0.36967	1.45314	-0.222484	-0.273292	-0.193237	-0.263625	16.5641	0.0838926	0.117057	0.180616	na	12	0.987179	0.125231	299	88.6154	0	96.3518	88.6154	72.0513	-0.153648	0.339171	0.153846	na	31	105	80.3333	-0.752007	0.0887574	na	na	na	na	37	125.729	92.2399	89.6094	85.6364	84.5538	-0.426422	-0.385963	32.0601	-1.85168	2.51586	0.0254767	0.155905	0.024711	191	105	51	50	44	5	14	2	2	2	3	8	13	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	105	0	na	0	na	na	na	na	336	557.839	na	na	na	na	na	na	na	na	na	0	na	0	0	
75	0.037058	0.059470	5.321368	3.837803	0.701477	0.014901	0.014901	0.014901	0.014901	0.014901	0.003420	0.003420	0.003420	0.003420	0.003420	0.048396	1.80868	1.47161	1.48375	1.63605	1.80291	1.90666	-1.88462	0.454545	0.571429	0.622044	na	10	0.961538	0.223307	56	25.3077	0	18.0458	25.3077	27.1923	0.770045	-0.197088	0.153846	na	6	2	26.25	1.88649	0.112426	na	na	na	na	57	88.6524	25.675	26.7343	29.5455	30	0.888493	0.826829	11.0234	-0.39487	-0.260605	0.0304076	0.229846	0.392197	6	2	3	11	4	4	11	9	6	1	3	2	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	2	0	na	0	na	na	na	na	113	128.11	na	na	na	na	na	na	na	na	na	0	na	0	0	
76	0.014117	0.006308	20.051748	7.767112	2.042069	0.062780	0.062780	0.062780	0.062780	0.062780	0.007856	0.007856	0.007856	0.007856	0.007856	0.016012	-1.14915	-0.537142	-1.36547	-1.35219	-1.45025	-1.43352	0.141026	na	na	na	na	2	0.153846	0.266469	1	0.153846	0	0.322247	0.153846	0.0128205	-1	0.317792	0.923077	na	0	1	0.0833333	-0.89848	0.857988	na	na	na	na	422	931.229	0	0	0	0	na	na	0.363137	1.95664	1.74939	0.715976	na	0	6	1	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	1	0	na	0	na	na	na	na	423	937.22	na	na	na	na	na	na	na	na	na	0	na	0	0	
77	0.004041	0.018275	0.282514	2.757797	0.144688	0.053137	0.053137	0.053137	0.053137	0.053137	0.073935	0.073935	0.073935	0.073935	0.073935	0.018850	-1.92974	-5.08878	-2.42105	-2.37759	-2.90257	-2.77135	0.846154	0	0	0.00694444	na	7	0.730769	0.0830864	6	0.923077	0	1.93348	0.923077	0.0769231	-1	0.60366	0.538462	na	0	6	0.5	-1.89887	0.325444	na	na	na	na	200	256.261	0	0	0	0	na	na	0.679366	0.0950788	-0.844912	0.362426	0.00694444	1.73472e-18	2	6	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	6	0	na	0	na	na	na	na	206	265.599	na	na	na	na	na	na	na	na	na	0	na	0	0	
78	0.001188	0.027805	759.834795	8.409031	3.055895	0.003563	0.003563	0.003563	0.003563	0.003563	0.006934	0.006934	0.006934	0.006934	0.006934	0.014354	na	na	na	na	na	na	0	na	na	na	na	1	0	na	0	0	0	0	0	0	na	na	1	na	0	0	0	na	1	na	na	na	na	51	53.7956	0	0	0	0	na	na	0	na	na	0.362426	na	0	0	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	0	0	na	0	na	na	na	na	51	53.7956	na	na	na	na	na	na	na	na	na	0	na	0	0	
79	0.914583	0.063869	47.318893	2.378862	0.759299	0.011563	0.011563	0.011563	0.011563	0.011563	0.004883	0.004883	0.004883	0.004883	0.004883	0.074042	-0.988021	1.10782	-1.10145	-1.11566	-1.58034	-1.47188	19.2692	0.0979021	0.152778	0.166894	na	11	0.974359	0.0929215	144	36.3846	0	46.4036	36.3846	17.1154	-0.413157	0.809981	0.153846	na	19	81	26.75	-1.87257	0.100592	na	na	na	na	12	38.1098	29.9542	30.1999	28.2727	28.3385	-0.331541	-0.417917	10.2225	-1.63585	3.19098	0.0246548	0.11452	0.0523738	8	81	24	14	7	5	8	2	0	0	0	1	2	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	81	0	na	0	na	na	na	na	156	187.023	na	na	na	na	na	na	na	na	na	0	na	0	0	
80	0.037724	0.014401	8.470047	5.812130	2.076876	0.054729	0.054729	0.054729	0.054729	0.054729	0.007626	0.007626	0.007626	0.007626	0.007626	0.068767	-0.0366757	7.51418	0.125035	0.0847826	0.78368	0.553262	-73.3974	0.493976	0.57485	0.634122	na	8	0.858974	0.145898	167	53.3846	0	53.8152	53.3846	126.782	-0.0153119	-2.66834	0.384615	na	9	34	90.0833	2.99748	0.207101	na	na	na	na	153	319.749	63.2367	55.944	56.9091	54.0923	-0.594883	-0.225814	37.9669	-0.0964206	-1.22257	0.0777449	0.28151	0.352612	96	34	15	4	19	4	3	6	13	13	8	28	20	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	34	0	na	0	na	na	na	na	320	511.204	na	na	na	na	na	na	na	na	na	0	na	0	0	
81	0.293128	0.020975	243.775521	4.611076	1.320461	0.039257	0.039257	0.039257	0.039257	0.039257	0.004327	0.004327	0.004327	0.004327	0.004327	0.065728	-0.465109	1.28925	-0.307984	-0.365178	-0.456723	-0.485491	23.3077	0.0791367	0.129032	0.15835	na	12	0.987179	0.116446	279	80.8205	0	89.9069	80.8205	57.5128	-0.193394	0.511074	0.153846	na	39	109	69.1667	-1.04185	0.0887574	na	na	na	na	31	105.183	80.8288	81.193	75.697	75.7538	-0.37795	-0.458079	24.028	-1.70378	2.42258	0.0313938	0.12933	0.0290208	204	109	49	53	20	11	9	5	1	6	4	6	6	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	109	0	na	0	na	na	na	na	310	484.125	na	na	na	na	na	na	na	na	na	0	na	0	0	
