mlcoalsim version 1.9916b (20190520)
n_iter	prior[001]	prior[002]	prior[003]	prior[004]	prior[005]	prior[006]	prior[007]	prior[008]	prior[009]	prior[010]	prior[011]	prior[012]	prior[013]	prior[014]	prior[015]	prior[016]	TD[pop=0]	Fs[pop=0]	FDn[pop=0]	FFn[pop=0]	FD[pop=0]	FF[pop=0]	H[pop=0]	B[pop=0]	Q[pop=0]	ZnA[pop=0]	Fst[pop=0]	Kw[pop=0]	Hw[pop=0]	R2[pop=0]	S[pop=0]	piw[pop=0]	pib[pop=0]	ThetaW[pop=0]	ThetaT[pop=0]	ThetaFW[pop=0]	D_Dmin[pop=0]	H_norm[pop=0]	maxhap[pop=0]	maxhap1[pop=0]	Rm[pop=0]	ThetaFL[pop=0]	ThetaL[pop=0]	ZengE[pop=0]	EW[pop=0]	Fstw[pop=0]	minuiHS[pop=0]	maxuiHS[pop=0]	maxliES[pop=0]	fixoutg[pop=0]	KoutgJC[pop=0]	ThetaWA[pop=0]	ThetaWAn[pop=0]	ThetaTA[pop=0]	ThetaTAn[pop=0]	AchY[pop=0]	AchYn[pop=0]	msdev[pop=0]	mskew[pop=0]	mkurt[pop=0]	ragg[pop=0]	ZnS[pop=0]	ZZ[pop=0]	nmhits[pop=0]	fr[pop=0,1]	fr[pop=0,2]	fr[pop=0,3]	fr[pop=0,4]	fr[pop=0,5]	fr[pop=0,6]	fr[pop=0,7]	fr[pop=0,8]	fr[pop=0,9]	fr[pop=0,10]	fr[pop=0,11]	TD[pop=1]	Fs[pop=1]	FDn[pop=1]	FFn[pop=1]	FD[pop=1]	FF[pop=1]	H[pop=1]	B[pop=1]	Q[pop=1]	ZnA[pop=1]	Fst[pop=1]	Kw[pop=1]	Hw[pop=1]	R2[pop=1]	S[pop=1]	piw[pop=1]	pib[pop=1]	ThetaW[pop=1]	ThetaT[pop=1]	ThetaFW[pop=1]	D_Dmin[pop=1]	H_norm[pop=1]	maxhap[pop=1]	maxhap1[pop=1]	Rm[pop=1]	ThetaFL[pop=1]	ThetaL[pop=1]	ZengE[pop=1]	EW[pop=1]	Fstw[pop=1]	minuiHS[pop=1]	maxuiHS[pop=1]	maxliES[pop=1]	fixoutg[pop=1]	KoutgJC[pop=1]	ThetaWA[pop=1]	ThetaWAn[pop=1]	ThetaTA[pop=1]	ThetaTAn[pop=1]	AchY[pop=1]	AchYn[pop=1]	msdev[pop=1]	mskew[pop=1]	mkurt[pop=1]	ragg[pop=1]	ZnS[pop=1]	ZZ[pop=1]	nmhits[pop=1]	
28	0.000118	0.038241	286.064430	4.976298	0.496412	0.002446	0.002446	0.002446	0.002446	0.002446	0.000265	0.000265	0.000265	0.000265	0.000265	0.071179	na	na	na	na	na	na	0	na	na	na	na	1	0	na	0	0	0	0	0	0	na	na	1	na	0	0	0	na	1	na	na	na	na	1	1.0009	0	0	0	0	na	na	0	na	na	0.400597	na	0	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	0	0	na	0	na	na	na	na	1	1.0009	na	na	na	na	na	na	na	na	na	0	na	0	0	
29	0.782779	0.090662	0.124253	6.045682	0.328276	0.037825	0.037825	0.037825	0.037825	0.037825	0.014915	0.014915	0.014915	0.014915	0.014915	0.035157	-0.819185	-3.36329	-0.758635	-0.800361	-1.05501	-1.03816	1.66667	0	0	0.148544	na	8	0.893939	0.11149	9	2.37879	0	2.98025	2.37879	0.712121	-0.406326	0.862523	0.333333	na	2	5	1.54545	-1.4415	0.180556	na	na	na	na	131	151.252	1.98032	2.07365	1.85455	1.88889	-0.335484	-0.551392	1.43329	0.235328	-0.364428	0.0576217	0.115395	0.0331492	1	5	2	1	0	1	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	5	0	na	0	na	na	na	na	140	161.298	na	na	na	na	na	na	na	na	na	0	na	0	0	
30	0.000157	0.092946	49.502101	6.746674	9.114613	0.037406	0.037406	0.037406	0.037406	0.037406	0.042338	0.042338	0.042338	0.042338	0.042338	0.071797	-0.777913	-4.94242	-0.324835	-0.456564	-0.532665	-0.630097	-1.18182	0	0	0.0491381	na	9	0.954545	0.110064	9	2.40909	0	2.98025	2.40909	3.59091	-0.385855	-0.611607	0.166667	na	0	4	3	0.0198387	0.125	na	na	na	na	345	546.18	2.4754	2.59206	2.09091	2.12963	-0.843685	-1.13601	1.13649	-0.1573	-0.82142	0.109504	0.0852735	-0.0361354	4	4	2	0	0	1	0	0	0	0	2	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	4	0	na	0	na	na	na	na	354	563.135	na	na	na	na	na	na	na	na	na	0	na	0	0	
31	0.094033	0.041735	38.691371	9.758768	0.210870	0.053847	0.053847	0.053847	0.053847	0.053847	0.051146	0.051146	0.051146	0.051146	0.051146	0.037981	0.617132	6.33373	0.916494	0.868443	1.41975	1.22981	-55.3939	0.400722	0.456835	0.534239	na	9	0.954545	0.175192	278	104.121	0	92.0567	104.121	159.515	0.263858	-1.2038	0.166667	na	25	31	131.818	1.99755	0.125	na	na	na	na	124	322.776	122.285	120.272	118.745	117.889	-0.178575	-0.143743	54.7423	-0.523726	-0.915902	0.0479798	0.251006	0.283232	207	31	67	9	22	21	27	29	14	7	36	15	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	31	0	na	0	na	na	na	na	402	714.134	na	na	na	na	na	na	na	na	na	0	na	0	0	
32	0.125805	0.077508	4.489214	2.486932	0.194070	0.018449	0.018449	0.018449	0.018449	0.018449	0.002231	0.002231	0.002231	0.002231	0.002231	0.051812	0.672137	-1.44938	1.10492	1.02625	1.10807	1.04125	0.030303	0	0	0.0458333	na	5	0.818182	0.199495	3	1.19697	0	0.993418	1.19697	1.16667	0.412534	0.0346982	0.333333	na	1	0	1.18182	0.382789	0.25	na	na	na	na	6	7.12886	1.48524	1.55524	1.43636	1.46296	-0.166457	-0.351292	0.788761	0.21337	-0.424869	0.213499	0.0861111	-0.0402778	1	0	1	1	0	0	0	0	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	0	0	na	0	na	na	na	na	9	9.07367	na	na	na	na	na	na	na	na	na	0	na	0	0	
33	0.005481	0.054049	31.953531	9.029320	0.233055	0.050386	0.050386	0.050386	0.050386	0.050386	0.007928	0.007928	0.007928	0.007928	0.007928	0.073942	-1.45138	-1.32484	-1.72038	-1.70161	-1.91219	-1.87314	0.30303	0	0	0.00826446	na	3	0.318182	0.186339	2	0.333333	0	0.662279	0.333333	0.030303	-1	0.449278	0.833333	na	0	2	0.181818	-1.23351	0.708333	na	na	na	na	95	104.384	0	0	0	0	na	na	0.50637	1.08616	-0.100595	0.235308	0.00826446	0	0	2	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	2	0	na	0	na	na	na	na	97	106.6	na	na	na	na	na	na	na	na	na	0	na	0	0	
34	0.219334	0.097348	496.538360	2.334191	0.339577	0.033776	0.033776	0.033776	0.033776	0.033776	0.025582	0.025582	0.025582	0.025582	0.025582	0.071753	0.355	2.70533	0.320822	0.342046	0.285591	0.3232	20.3636	0.170588	0.233918	0.313785	na	10	0.969697	0.159692	171	60.9091	0	56.6248	60.9091	40.5455	0.152331	0.71436	0.166667	na	14	49	50.7273	-0.474837	0.111111	na	na	na	na	31	83.4653	60.3997	62.7278	63.2909	64.2593	0.294442	0.176612	25.2256	-0.809305	-0.0684459	0.0486685	0.191684	0.122102	30	49	32	19	32	5	21	4	4	2	2	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	49	0	na	0	na	na	na	na	202	251.048	na	na	na	na	na	na	na	na	na	0	na	0	0	
35	0.083492	0.050059	0.154327	7.150256	1.019201	0.004846	0.004846	0.004846	0.004846	0.004846	0.006081	0.006081	0.006081	0.006081	0.006081	0.002174	-0.828791	-1.25599	-0.934186	-0.935318	-1.12276	-1.09397	0.575758	0	0	0.151515	na	4	0.560606	0.141707	3	0.742424	0	0.993418	0.742424	0.166667	-0.508684	0.659266	0.666667	na	0	2	0.454545	-1.09487	0.486111	na	na	na	na	61	65.083	0.49508	0.518412	0.490909	0.5	-0.0330344	-0.162387	0.770826	0.69182	-0.36572	0.0837925	0.103765	0.0477502	1	2	0	1	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	2	0	na	0	na	na	na	na	64	67.995	na	na	na	na	na	na	na	na	na	0	na	0	0	
36	0.095500	0.087710	0.167172	3.106383	4.807940	0.025268	0.025268	0.025268	0.025268	0.025268	0.006501	0.006501	0.006501	0.006501	0.006501	0.016798	-1.45138	-1.32484	-1.72038	-1.70161	-1.91219	-1.87314	0.30303	0	0	0.00826446	na	3	0.318182	0.186339	2	0.333333	0	0.662279	0.333333	0.030303	-1	0.449278	0.833333	na	0	2	0.181818	-1.23351	0.708333	na	na	na	na	28	28.9055	0	0	0	0	na	na	0.50637	1.08616	-0.100595	0.235308	0.00826446	0	0	2	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	2	0	na	0	na	na	na	na	30	30.8401	na	na	na	na	na	na	na	na	na	0	na	0	0	
37	0.004844	0.016067	2.000138	10.435531	0.137788	0.037813	0.037813	0.037813	0.037813	0.037813	0.003951	0.003951	0.003951	0.003951	0.003951	0.064546	-1.14053	-0.475656	-1.32974	-1.3184	-1.42122	-1.40617	0.151515	na	na	na	na	2	0.166667	0.276385	1	0.166667	0	0.331139	0.166667	0.0151515	-1	0.338215	0.916667	na	0	1	0.0909091	-0.90177	0.847222	na	na	na	na	66	70.3544	0	0	0	0	na	na	0.375534	1.83073	1.25744	0.694444	na	0	0	1	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	1	0	na	0	na	na	na	na	67	71.3958	na	na	na	na	na	na	na	na	na	0	na	0	0	
38	0.015272	0.088739	555.488789	7.539000	1.452082	0.024936	0.024936	0.024936	0.024936	0.024936	0.025179	0.025179	0.025179	0.025179	0.025179	0.064934	1.41942	1.77003	1.52813	1.55493	2.00466	1.91708	-52.1818	0.873171	0.917476	0.91401	na	11	0.984848	0.212797	206	88.8182	0	68.2147	88.8182	141	0.608107	-1.52428	0.166667	na	4	4	114.909	3.14041	0.0972222	na	na	na	na	122	292.344	100.006	103.164	105.782	107.13	0.356106	0.278767	49.344	0.16144	-0.599628	0.0236455	0.281881	0.632129	34	4	16	39	3	20	32	19	7	45	18	3	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	4	0	na	0	na	na	na	na	328	495.768	na	na	na	na	na	na	na	na	na	0	na	0	0	
39	0.065941	0.017746	4.362368	10.017186	4.533685	0.065152	0.065152	0.065152	0.065152	0.065152	0.010896	0.010896	0.010896	0.010896	0.010896	0.009772	0.313198	3.24068	0.22457	0.256676	0.517762	0.480284	-7.81818	0.25	0.310345	0.394978	na	6	0.80303	0.165113	29	10.2727	0	9.60304	10.2727	18.0909	0.140405	-1.48926	0.416667	na	1	7	14.1818	1.86494	0.263889	na	na	na	na	148	190.103	10.8918	10.3682	10.9273	10.7222	0.0195327	0.239521	6.94937	-0.0429092	-0.997151	0.209596	0.294482	0.100496	1	7	1	4	2	1	0	4	2	4	2	2	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	7	0	na	0	na	na	na	na	177	213.098	na	na	na	na	na	na	na	na	na	0	na	0	0	
40	0.000250	0.033949	0.107097	11.369775	0.345682	0.020249	0.020249	0.020249	0.020249	0.020249	0.003528	0.003528	0.003528	0.003528	0.003528	0.048695	na	na	na	na	na	na	0	na	na	na	na	1	0	na	0	0	0	0	0	0	na	na	1	na	0	0	0	na	1	na	na	na	na	50	52.3939	0	0	0	0	na	na	0	na	na	0.209596	na	0	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	0	0	na	0	na	na	na	na	50	52.3939	na	na	na	na	na	na	na	na	na	0	na	0	0	
41	0.008348	0.028581	0.375837	6.147534	3.008180	0.051072	0.051072	0.051072	0.051072	0.051072	0.043324	0.043324	0.043324	0.043324	0.043324	0.053521	0.355685	1.29267	0.813402	0.718461	1.12483	0.943952	-4.45455	0.5	0.521739	0.547291	na	7	0.893939	0.166582	23	8.22727	0	7.6162	8.22727	12.6818	0.161536	-1.04523	0.25	na	0	3	10.4545	1.40071	0.180556	na	na	na	na	329	522.212	9.90159	9.84983	9.27273	9.24074	-0.379173	-0.433011	8.34966	0.379129	-1.8898	0.0626722	0.57454	-0.0272484	9	3	0	12	0	0	0	0	0	5	2	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	3	0	na	0	na	na	na	na	352	557.653	na	na	na	na	na	na	na	na	na	0	na	0	0	
42	0.009931	0.082608	102.237353	2.027514	1.088195	0.022070	0.022070	0.022070	0.022070	0.022070	0.043012	0.043012	0.043012	0.043012	0.043012	0.034379	-1.65305	-3.4421	-1.70661	-1.75206	-2.00652	-2.00079	1.15152	0.25	0.470588	0.261433	na	9	0.939394	0.0834131	17	3.48485	0	5.62937	3.48485	2.33333	-0.766986	0.352129	0.25	na	0	12	2.90909	-1.70811	0.138889	na	na	na	na	127	147.654	2.4754	2.07365	1.78182	1.61111	-1.52192	-1.38039	2.25486	0.555998	-0.318844	0.0321396	0.139961	0.121471	1	12	3	1	0	0	0	0	0	0	0	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	12	0	na	0	na	na	na	na	144	166.671	na	na	na	na	na	na	na	na	na	0	na	0	0	
43	0.285941	0.035591	0.226096	9.689299	1.659381	0.004030	0.004030	0.004030	0.004030	0.004030	0.002278	0.002278	0.002278	0.002278	0.002278	0.017989	-1.14053	-0.475656	-1.32974	-1.3184	-1.42122	-1.40617	0.151515	na	na	na	na	2	0.166667	0.276385	1	0.166667	0	0.331139	0.166667	0.0151515	-1	0.338215	0.916667	na	0	1	0.0909091	-0.90177	0.847222	na	na	na	na	41	42.6811	0	0	0	0	na	na	0.375534	1.83073	1.25744	0.694444	na	0	0	1	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	1	0	na	0	na	na	na	na	42	43.6718	na	na	na	na	na	na	na	na	na	0	na	0	0	
44	0.241004	0.035941	7.023890	9.636163	3.901114	0.040280	0.040280	0.040280	0.040280	0.040280	0.010419	0.010419	0.010419	0.010419	0.010419	0.020159	-0.134501	5.2388	0.582723	0.408169	1.21931	0.844087	-32.8182	0.4	0.481481	0.52109	na	7	0.909091	0.147858	81	26.0455	0	26.8223	26.0455	58.8636	-0.0583103	-2.38249	0.25	na	8	11	42.4545	2.55515	0.166667	na	na	na	na	102	162.524	34.6556	32.1415	29.0545	27.963	-0.989722	-0.934913	19.7456	0.614576	-1.01019	0.0798898	0.330555	0.190535	10	11	18	6	3	5	2	2	4	1	21	8	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	11	0	na	0	na	na	na	na	183	221.972	na	na	na	na	na	na	na	na	na	0	na	0	0	
45	0.002844	0.094854	0.256168	4.398551	8.611820	0.070739	0.070739	0.070739	0.070739	0.070739	0.041196	0.041196	0.041196	0.041196	0.041196	0.001109	-0.889708	-4.20771	-1.10623	-1.08613	-1.05532	-1.05885	-0.272727	0.1	0.181818	0.145653	na	9	0.939394	0.103505	11	2.86364	0	3.64253	2.86364	3.13636	-0.43052	-0.120148	0.25	na	0	6	3	-0.559582	0.138889	na	na	na	na	244	326.213	2.4754	2.07365	2.23636	2.07407	-0.524513	0.00127337	1.65377	0.287255	-0.570495	0.0280073	0.124243	0.0214095	9	6	2	0	0	0	2	0	0	0	0	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	6	0	na	0	na	na	na	na	255	341.252	na	na	na	na	na	na	na	na	na	0	na	0	0	
46	0.020741	0.070671	0.169179	6.289857	0.218312	0.020100	0.020100	0.020100	0.020100	0.020100	0.013767	0.013767	0.013767	0.013767	0.013767	0.017818	-1.64463	-0.505414	-1.62623	-1.68598	-2.09972	-2.07032	1.54545	0.125	0.222222	0.13595	na	5	0.666667	0.120093	9	1.77273	0	2.98025	1.77273	0.227273	-0.815756	0.799794	0.583333	na	0	7	1	-1.9895	0.388889	na	na	na	na	128	146.676	0.990159	1.03682	0.727273	0.740741	-1.24375	-1.56368	1.50686	0.372833	-0.634859	0.39899	0.17741	-0.0414601	0	7	2	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	7	0	na	0	na	na	na	na	137	157.302	na	na	na	na	na	na	na	na	na	0	na	0	0	
47	0.639510	0.088064	1.110560	2.937062	0.246014	0.074362	0.074362	0.074362	0.074362	0.074362	0.070106	0.070106	0.070106	0.070106	0.070106	0.037173	-0.279726	-2.49317	-0.474706	-0.438864	0.131949	0.0057868	-13.6364	0.171429	0.239437	0.258713	na	12	1	0.13485	71	22.0909	0	23.5109	22.0909	35.7273	-0.121599	-1.12353	0.0833333	na	7	22	28.9091	0.996643	0.0833333	na	na	na	na	218	322.181	24.2589	19.6997	22.1091	20.2778	-0.540276	0.209453	9.82262	-0.870747	-0.0493259	0.0179063	0.193683	0.0650303	21	22	3	17	4	2	2	5	2	1	2	11	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	22	0	na	0	na	na	na	na	289	407.924	na	na	na	na	na	na	na	na	na	0	na	0	0	
48	0.003695	0.067034	0.212295	4.406377	0.996229	0.012437	0.012437	0.012437	0.012437	0.012437	0.005090	0.005090	0.005090	0.005090	0.005090	0.036371	na	na	na	na	na	na	0	na	na	na	na	1	0	na	0	0	0	0	0	0	na	na	1	na	0	0	0	na	1	na	na	na	na	36	37.2189	0	0	0	0	na	na	0	na	na	0.0179063	na	0	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	0	0	na	0	na	na	na	na	36	37.2189	na	na	na	na	na	na	na	na	na	0	na	0	0	
49	0.706511	0.025963	0.259711	7.351743	0.679521	0.013730	0.013730	0.013730	0.013730	0.013730	0.002386	0.002386	0.002386	0.002386	0.002386	0.001653	1.3811	1.15205	0.752024	0.932204	0.703619	0.894832	-0.212121	na	na	na	na	2	0.530303	0.265152	1	0.530303	0	0.331139	0.530303	0.742424	1.21092	-0.473501	0.583333	na	0	0	0.636364	1.14574	0.513889	na	na	na	na	23	24.0983	0.49508	0.518412	0.636364	0.648148	1.11911	1.14424	0.502905	-0.124278	-2.08028	0.220615	na	0	0	0	0	0	0	0	0	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	0	0	na	0	na	na	na	na	24	24.5336	na	na	na	na	na	na	na	na	na	0	na	0	0	
50	0.001241	0.036184	14.689044	7.113318	0.170329	0.064356	0.064356	0.064356	0.064356	0.064356	0.008789	0.008789	0.008789	0.008789	0.008789	0.032112	-1.62929	1.05373	-1.95374	-1.92909	-1.12276	-1.30486	-1.36364	1	1	1	na	2	0.166667	0.276385	3	0.5	0	0.993418	0.5	1.86364	-1	-1.56142	0.916667	na	0	2	1.18182	0.382789	0.847222	na	na	na	na	88	97.0914	0.49508	0	0.2	0	-2.33733	na	1.1266	1.83073	1.25744	0.694444	1	0	0	2	0	0	0	0	0	0	0	0	0	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	2	0	na	0	na	na	na	na	91	99.3786	na	na	na	na	na	na	na	na	na	0	na	0	0	
51	0.122572	0.009062	65.704897	7.592289	0.462662	0.049261	0.049261	0.049261	0.049261	0.049261	0.006730	0.006730	0.006730	0.006730	0.006730	0.048479	0.131439	7.63119	0.105769	0.116697	0.00235253	0.0446222	15.9697	0.186047	0.253846	0.302514	na	7	0.878788	0.15212	130	44.2576	0	43.0481	44.2576	28.2879	0.0565663	0.732688	0.333333	na	16	43	36.2727	-0.709415	0.194444	na	na	na	na	37	75.1036	43.0719	44.5834	44.5091	45.1296	0.204747	0.0884028	19.5151	-1.51934	0.999559	0.0849403	0.209115	0.0933992	20	43	22	17	23	9	2	7	3	2	1	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	43	0	na	0	na	na	na	na	167	198.615	na	na	na	na	na	na	na	na	na	0	na	0	0	
52	0.000292	0.025454	35.976468	4.831295	0.280346	0.017473	0.017473	0.017473	0.017473	0.017473	0.032835	0.032835	0.032835	0.032835	0.032835	0.013706	-1.83094	-1.00833	-2.22902	-2.19583	-1.8699	-1.94569	-1.06061	0.25	0.4	0.256198	na	4	0.454545	0.172401	5	0.833333	0	1.6557	0.833333	1.89394	-1	-0.854964	0.75	na	0	4	1.36364	-0.434115	0.583333	na	na	na	na	224	288.83	0.49508	0	0.2	0	-2.33733	na	1.17124	1.34184	0.498297	0.174013	0.305785	-0.0495868	2	4	0	0	0	0	0	0	0	0	0	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	4	0	na	0	na	na	na	na	229	295.172	na	na	na	na	na	na	na	na	na	0	na	0	0	
53	0.000360	0.008536	0.118120	11.550693	0.418601	0.019410	0.019410	0.019410	0.019410	0.019410	0.009320	0.009320	0.009320	0.009320	0.009320	0.061574	na	na	na	na	na	na	0	na	na	na	na	1	0	na	0	0	0	0	0	0	na	na	1	na	0	0	0	na	1	na	na	na	na	133	152.019	0	0	0	0	na	na	0	na	na	0.174013	na	0	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	0	0	na	0	na	na	na	na	133	152.019	na	na	na	na	na	na	na	na	na	0	na	0	0	
54	0.015590	0.032348	101.562938	8.028306	0.186800	0.019633	0.019633	0.019633	0.019633	0.019633	0.002115	0.002115	0.002115	0.002115	0.002115	0.047294	1.1395	1.84402	1.21055	1.23446	1.3967	1.38851	-1.66667	0.695652	0.833333	0.818841	na	7	0.772727	0.201672	24	9.98485	0	7.94734	9.98485	11.6515	0.516172	-0.376509	0.5	na	1	2	10.8182	1.36831	0.291667	na	na	na	na	20	30.752	10.8918	11.4051	11.5818	11.7963	0.379449	0.241444	8.8535	0.175225	-1.61729	0.114096	0.525503	0.293337	0	2	0	10	3	0	0	1	4	4	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	2	0	na	0	na	na	na	na	44	45.8396	na	na	na	na	na	na	na	na	na	0	na	0	0	
55	0.003706	0.041711	1.118791	4.159448	2.413559	0.062873	0.062873	0.062873	0.062873	0.062873	0.012744	0.012744	0.012744	0.012744	0.012744	0.070490	-1.10317	-0.822568	-1.28584	-1.27843	-1.55257	-1.50099	0.727273	0	0	0.103765	na	4	0.560606	0.157322	4	0.909091	0	1.32456	0.909091	0.181818	-0.631513	0.685974	0.666667	na	0	3	0.545455	-1.33118	0.486111	na	na	na	na	75	81.146	0.49508	0.518412	0.490909	0.5	-0.0330344	-0.162387	0.972345	0.807844	0.00555834	0.0746097	0.224977	-0.121212	0	3	0	1	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	3	0	na	0	na	na	na	na	79	85.2111	na	na	na	na	na	na	na	na	na	0	na	0	0	
56	0.000887	0.097115	21.495791	4.959470	3.259711	0.016485	0.016485	0.016485	0.016485	0.016485	0.002648	0.002648	0.002648	0.002648	0.002648	0.002410	-0.194921	0.297358	0.752024	0.532688	0.703619	0.511333	0.242424	na	na	na	na	2	0.30303	0.151515	1	0.30303	0	0.331139	0.30303	0.0606061	-0.170904	0.541144	0.833333	na	0	0	0.181818	-0.560518	0.722222	na	na	na	na	26	26.8027	0.49508	0.518412	0.363636	0.37037	-1.04116	-1.30568	0.46309	0.87726	-1.32578	0.485767	na	0	0	0	1	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	0	0	na	0	na	na	na	na	27	27.6779	na	na	na	na	na	na	na	na	na	0	na	0	0	
57	0.001303	0.068875	25.601975	3.654988	0.339385	0.010137	0.010137	0.010137	0.010137	0.010137	0.008504	0.008504	0.008504	0.008504	0.008504	0.031757	-1.37073	-2.5942	-1.10843	-1.21388	-1.41456	-1.46907	1.09091	0	0	0.0161983	na	6	0.757576	0.0934002	6	1.27273	0	1.98684	1.27273	0.181818	-0.723635	0.769981	0.5	na	0	4	0.727273	-1.66471	0.305556	na	na	na	na	58	62	0.990159	1.03682	0.727273	0.740741	-1.24375	-1.56368	0.969464	0.255572	-0.950298	0.097337	0.0796694	-0.0634711	0	4	2	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	4	0	na	0	na	na	na	na	64	67.995	na	na	na	na	na	na	na	na	na	0	na	0	0	
58	0.000290	0.022003	127.183742	7.102495	0.432159	0.060376	0.060376	0.060376	0.060376	0.060376	0.023911	0.023911	0.023911	0.023911	0.023911	0.007016	-0.741088	-1.78654	-0.458947	-0.547148	-0.625906	-0.685233	0.818182	0	0	0.216162	na	5	0.666667	0.128857	4	1.04545	0	1.32456	1.04545	0.227273	-0.424239	0.771721	0.583333	na	0	2	0.636364	-1.17586	0.388889	na	na	na	na	214	271.177	0.990159	1.03682	0.854545	0.87037	-0.641604	-0.879076	0.918725	0.399213	-0.874184	0.0748393	0.117539	0.0986226	0	2	1	1	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	2	0	na	0	na	na	na	na	218	276.77	na	na	na	na	na	na	na	na	na	0	na	0	0	
59	0.019954	0.095035	0.171124	2.974959	1.595189	0.061629	0.061629	0.061629	0.061629	0.061629	0.020225	0.020225	0.020225	0.020225	0.020225	0.041938	0.496698	-0.367651	1.2606	1.10013	1.32064	1.15438	1.21212	0	0	0.16	na	5	0.848485	0.187879	5	1.87879	0	1.6557	1.87879	0.666667	0.271281	0.977102	0.333333	na	0	0	1.27273	-0.569241	0.222222	na	na	na	na	92	101.976	2.4754	2.59206	2.25455	2.2963	-0.484617	-0.726576	1.28321	0.142947	-1.18887	0.100092	0.232	-0.072	2	0	3	0	2	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	0	0	na	0	na	na	na	na	97	106.6	na	na	na	na	na	na	na	na	na	0	na	0	0	
