mlcoalsim version 1.9916b (20190520)

"OUTPUT FILE: date Thu Sep 19 11:40:23 2019" 

"Input data from the file: baselines/case02/1locus_1pop_mhit0_rec100_n100_S200.txt"

Print_neuttest:                  1
Print_matrixpol:                 1
N_iterations:                    100
Seed1:                           81140

N_loci:                          1
No_rec_males:                    0
Factorn_chr:                     1.000000
Pevent_sexratio:                
Fixmax_abstime_event:           
Sex_ratio:                       1.000000
N_sites:                         10000
N_samples:                       100
Npop:                            1


Mutations:                       200

Recombination:                   0.01
Iflogistic:                      0
Nintn:                           0
Nrec:                           
Tpast:                          



Patcg:                           -1




Neutral tests (excluding multiple hits positions)
value(TD[pop=0])	value(Fs[pop=0])	value(FDn[pop=0])	value(FFn[pop=0])	value(FD[pop=0])	value(FF[pop=0])	value(H[pop=0])	value(B[pop=0])	value(Q[pop=0])	value(ZnA[pop=0])	value(Fst[pop=0])	value(Kw[pop=0])	value(Hw[pop=0])	value(R2[pop=0])	value(S[pop=0])	value(piw[pop=0])	value(pib[pop=0])	value(ThetaW[pop=0])	value(ThetaT[pop=0])	value(ThetaFW[pop=0])	value(D_Dmin[pop=0])	value(H_norm[pop=0])	value(maxhap[pop=0])	value(maxhap1[pop=0])	value(Rm[pop=0])	value(ThetaFL[pop=0])	value(ThetaL[pop=0])	value(ZengE[pop=0])	value(EW[pop=0])	value(Fstw[pop=0])	value(minuiHS[pop=0])	value(maxuiHS[pop=0])	value(maxliES[pop=0])	value(fixoutg[pop=0])	value(KoutgJC[pop=0])	value(ThetaWA[pop=0])	value(ThetaWAn[pop=0])	value(ThetaTA[pop=0])	value(ThetaTAn[pop=0])	value(AchY[pop=0])	value(AchYn[pop=0])	value(m_sdev[pop=0])	value(m_skew[pop=0])	value(m_kurt[pop=0])	value(ragg[pop=0])	value(ZnS[pop=0])	value(ZZ[pop=0])	
-0.194751	-23.0364	0.330529	0.118182	0.419037	0.156045	-5.28808	0.0552764	0.1	0.140275	na	78	0.993939	0.0893391	200	36.3863	0	38.6296	36.3863	41.6743	-0.0647808	-0.230527	0.04	na	34	33	39.0303	0.0317636	0.016	na	na	na	na	na	na	39.9772	39.8342	36.4554	36.4425	-0.326981	-0.318339	12.1332	-0.0521045	0.41995	0.00114886	0.0341592	0.106115	
-0.240297	-25.0085	-0.262077	-0.290805	-0.325309	-0.328949	0.430303	0.0603015	0.11	0.107991	na	79	0.994343	0.0875933	200	35.8616	0	38.6296	35.8616	35.4313	-0.079931	0.0187585	0.04	na	24	43	35.6465	-0.236469	0.0156	na	na	na	na	na	na	37.5834	37.6745	35.7159	35.7233	-0.184227	-0.193444	10.1218	-0.918784	1.35956	0.0010101	0.0304513	0.0775392	
0.138665	-16.2336	0.857291	0.627998	0.940078	0.655598	-10.4352	0.0653266	0.125	0.165932	na	75	0.991717	0.0993065	200	40.2269	0	38.6296	40.2269	50.662	0.0461245	-0.454907	0.06	na	28	26	45.4444	0.540205	0.0182	na	na	na	na	na	na	41.6529	41.7539	40.5172	40.5256	-0.10127	-0.110074	12.0324	-0.588618	1.11841	0.00132701	0.0363749	0.129557	
-0.0954332	-10.2991	-0.327923	-0.261384	-0.250875	-0.205971	-6.45455	0.0703518	0.125	0.137944	na	68	0.989697	0.0917303	200	37.5303	0	38.6296	37.5303	43.9848	-0.0317443	-0.281377	0.05	na	27	42	40.7576	0.168682	0.0202	na	na	na	na	na	na	37.8228	37.4345	37.4391	37.406	-0.037616	-0.00284748	12.3557	-0.232653	0.394184	0.00170893	0.0377371	0.100207	
-0.329145	-11.8072	0.396375	0.0939896	0.419037	0.0847065	-1.77818	0.0502513	0.085	0.106016	na	68	0.989495	0.0855304	200	34.8382	0	38.6296	34.8382	36.6164	-0.109485	-0.0775175	0.05	na	30	33	35.7273	-0.230064	0.0204	na	na	na	na	na	na	39.9772	40.0741	34.8757	34.8829	-0.473643	-0.484374	9.82322	-0.948225	1.63164	0.00144467	0.0321953	0.0738209	
-0.156238	-13.7171	0.791446	0.437825	0.865644	0.452978	-6.54222	0.0552764	0.1	0.116982	na	71	0.992525	0.0907794	200	36.8299	0	38.6296	36.8299	43.3721	-0.0519699	-0.285199	0.04	na	27	27	40.101	0.116637	0.0174	na	na	na	na	na	na	41.4135	41.5139	37.0305	37.0381	-0.393051	-0.403371	11.0797	-0.582799	0.670971	0.00123559	0.0308666	0.0861158	
0.0793684	-17.9254	-0.196232	-0.0882666	0.0468637	0.0711426	-12.4275	0.120603	0.18	0.196625	na	76	0.993939	0.0969459	200	39.5438	0	38.6296	39.5438	51.9713	0.0264006	-0.541759	0.04	na	28	38	45.7576	0.565026	0.016	na	na	na	na	na	na	38.7803	37.9145	39.5753	39.5019	0.0760523	0.1564	13.8634	-0.252702	-0.0833301	0.000785471	0.0408845	0.155741	
0.154449	-10.7183	-0.196232	-0.0507758	-0.250875	-0.0733304	0.756768	0.0753769	0.135	0.153019	na	70	0.991515	0.0990409	200	40.4087	0	38.6296	40.4087	39.6519	0.0513749	0.0329903	0.04	na	29	42	40.0303	0.111032	0.0184	na	na	na	na	na	na	37.8228	37.9145	40.3762	40.3845	0.250334	0.243367	10.1536	-1.18262	2.6415	0.00148711	0.0306908	0.122328	
0.206414	-15.761	-0.262077	-0.0677434	-0.250875	-0.0457465	-2.02586	0.110553	0.17	0.171112	na	75	0.990505	0.100451	200	41.0073	0	38.6296	41.0073	43.0331	0.0686603	-0.0883146	0.07	na	29	42	42.0202	0.268769	0.0194	na	na	na	na	na	na	37.8228	37.6745	40.987	40.9751	0.310216	0.327224	12.9598	-0.734406	0.765204	0.00140398	0.0388924	0.13222	
-0.183474	-18.7318	-1.05222	-0.777423	-1.21852	-0.851766	4.16364	0.0703518	0.13	0.151886	na	75	0.992323	0.0886684	200	36.5162	0	38.6296	36.5162	32.3525	-0.0610297	0.181508	0.04	na	28	55	34.4343	-0.332553	0.0176	na	na	na	na	na	na	34.7108	34.7949	36.1389	36.1464	0.152326	0.144862	11.923	-0.312458	0.27021	0.000988634	0.0331203	0.118765	
